"","tf","cell_type","avg","std"
"314","CREB1","CD8+ central memory T cells",-0.703809213392279,0.998388550012675
"315","CREB1","CD8+ cycling effector T cells",-0.93941773916619,0.867541187920013
"316","CREB1","CD8+ effector memory T cells 1",-0.376473152592037,0.928429660126112
"317","CREB1","CD8+ effector memory T cells 2",-0.406562501747518,1.00893793347466
"318","CREB1","CD8+ exhausted T cells",-1.53290157792617,0.806636780649006
"319","CREB1","CD8+ naive T cells",-1.18015938260727,0.835248203113883
"320","CREB1","CD8+ NK-like early effector T cells",-0.602355557741668,0.935113861713355
"321","CREB1","CD8+ NK-like TEMRA cells",-0.482389406422399,0.927500113263632
"322","CREB1","CD8+ TEMRA cells",-0.533022022579796,0.9549118124916
"323","CREB1","Gamma Delta T cells",-1.33572580442942,0.953454833125032
"324","CREB1","MAIT cells",-0.523870426957579,0.816360980715279
"325","CREB3","CD8+ CD73+ regulatory T cells",-2.50318181276601,1.1213747260795
"326","CREB3","CD8+ central memory T cells",-2.15959776475539,1.34311594637184
"327","CREB3","CD8+ cycling effector T cells",-1.18078473512562,1.34556920629017
"328","CREB3","CD8+ effector memory T cells 1",-1.95069939252551,1.28464233729891
"329","CREB3","CD8+ effector memory T cells 2",-1.23892628081489,1.27270488636981
"330","CREB3","CD8+ exhausted T cells",-0.430906980291538,1.28782703538805
"331","CREB3","CD8+ naive T cells",-2.57548284303603,1.19904748580293
"332","CREB3","CD8+ NK-like early effector T cells",-2.08399817397021,1.37333086925777
"333","CREB3","CD8+ NK-like TEMRA cells",-1.50993874933192,1.20881529965127
"334","CREB3","CD8+ TEMRA cells",-1.78183686730955,1.24484575150948
"335","CREB3","Gamma Delta T cells",-1.14755773743155,1.19162942404649
"336","CREB3","MAIT cells",-2.02779016743119,1.28101834441277
"337","CREB3L1","CD8+ CD73+ regulatory T cells",-0.660273432504784,0.952891153938907
"338","CREB3L1","CD8+ central memory T cells",-0.499233762845225,1.05621976247289
"339","CREB3L1","CD8+ cycling effector T cells",-0.2131039628947,1.00596735201537
"340","CREB3L1","CD8+ effector memory T cells 1",-0.330801256040008,0.964767007972475
"341","CREB3L1","CD8+ effector memory T cells 2",-0.140861864187272,0.932225979024806
"342","CREB3L1","CD8+ exhausted T cells",-0.209297428023785,1.118958223682
"343","CREB3L1","CD8+ naive T cells",-1.26129292082139,1.01088704537873
"344","CREB3L1","CD8+ NK-like early effector T cells",-0.315518979317748,0.918382638871113
"345","CREB3L1","CD8+ NK-like TEMRA cells",-0.409519805177707,0.992164437272591
"346","CREB3L1","CD8+ TEMRA cells",-0.284294628583373,1.01514441141759
"347","CREB3L1","Gamma Delta T cells",-0.422939076321886,0.857122193776639
"348","CREB3L1","MAIT cells",-0.541694545505165,0.981331540073085
"349","CREM","CD8+ CD73+ regulatory T cells",-2.71319495729194,1.02470806125797
"350","CREM","CD8+ central memory T cells",-2.43545951492059,1.14896977583613
"351","CREM","CD8+ cycling effector T cells",-1.87824167088899,1.01538143343844
"352","CREM","CD8+ effector memory T cells 1",-2.20404625981816,1.06507085844131
"353","CREM","CD8+ effector memory T cells 2",-1.92412164480561,1.09603818548836
"354","CREM","CD8+ exhausted T cells",-1.42489350204349,1.15172015466892
"355","CREM","CD8+ naive T cells",-2.78115544543528,0.951189275371367
"356","CREM","CD8+ NK-like early effector T cells",-2.30377606016157,1.189909838409
"357","CREM","CD8+ NK-like TEMRA cells",-2.10607513682526,1.02770146824526
"358","CREM","CD8+ TEMRA cells",-2.17430982993475,1.00904902316041
"359","CREM","Gamma Delta T cells",-2.06669711046669,0.938056433963667
